StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,year,month,StateName_clean,DistrictName_clean,BlockName_clean,Sector_clean,Category_clean,Crop_clean,QueryType_clean,QueryText_clean,KccAns_clean,CreatedOn_clean,combined_clean_text,language,structure,chunks
MAHARASHTRA,WASHIM,MALEGAON,,AGRICULTURE,Oilseeds,Soybean (bhat),Crop Insurance,FARMER ASKED QUERY ABOUT CROP INSURANCE OF SOYABEAN AND TUR CROP IN YEAR 2024?,"--शेतकरी महोदय पिक विमा संदर्भात खाली दिलेल्या संपर्क क्रमांक वरती संपर्क साधून माहिती घ्यावी धन्यवाद
AGRICULTURE INSURANCE COMPANY	Tollfree No.	14447
Washim	Malegaon	Yogesh Bharat Aru	8605819534
Anil Gangaram Akhand	9309086736
Washim	Malegaon	Gopal Uddhav Navghare	9579716769
Washim	Malegaon	Suresh Waman Adhao	9665019521",2025-05-03T07:39:23.7,2025,5,MAHARASHTRA,WASHIM,MALEGAON,AGRICULTURE,Oilseeds,Soybean (bhat),Crop Insurance,FARMER ASKED QUERY ABOUT CROP INSURANCE OF SOYABEAN AND TUR CROP IN YEAR 2024?,--शेतकरी महोदय पिक विमा संदर्भात खाली दिलेल्या संपर्क क्रमांक वरती संपर्क साधून माहिती घ्यावी धन्यवाद AGRICULTURE INSURANCE COMPANY Tollfree No. 14447 Washim Malegaon Yogesh Bharat Aru 8605819534 Anil Gangaram Akhand 9309086736 Washim Malegaon Gopal Uddhav Navghare 9579716769 Washim Malegaon Suresh Waman Adhao 9665019521,2025-05-03T07:39:23.7,MAHARASHTRA WASHIM MALEGAON AGRICULTURE Oilseeds Soybean (bhat) Crop Insurance FARMER ASKED QUERY ABOUT CROP INSURANCE OF SOYABEAN AND TUR CROP IN YEAR 2024? --शेतकरी महोदय पिक विमा संदर्भात खाली दिलेल्या संपर्क क्रमांक वरती संपर्क साधून माहिती घ्यावी धन्यवाद AGRICULTURE INSURANCE COMPANY Tollfree No. 14447 Washim Malegaon Yogesh Bharat Aru 8605819534 Anil Gangaram Akhand 9309086736 Washim Malegaon Gopal Uddhav Navghare 9579716769 Washim Malegaon Suresh Waman Adhao 9665019521 2025-05-03T07:39:23.7,en,Doc,['MAHARASHTRA']
MAHARASHTRA,WASHIM,MALEGAON,,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Market Information,Farmer asked about market rate of Gram in Washim Market ?,"वाशिम हरभरा बाजार भाव- कमीत कमी- 5400 रु/क्विंटल, जास्तीत जास्त- 5600 रु/ क्विंटल, सरासरी- 5500  रु/ क्विंटल.धन्यवाद",2025-05-05T14:42:05.427,2025,5,MAHARASHTRA,WASHIM,MALEGAON,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Market Information,Farmer asked about market rate of Gram in Washim Market ?,"वाशिम हरभरा बाजार भाव- कमीत कमी- 5400 रु/क्विंटल, जास्तीत जास्त- 5600 रु/ क्विंटल, सरासरी- 5500 रु/ क्विंटल.धन्यवाद",2025-05-05T14:42:05.427,"MAHARASHTRA WASHIM MALEGAON AGRICULTURE Pulses Bengal Gram (Gram/Chick Pea/Kabuli/Chana) Market Information Farmer asked about market rate of Gram in Washim Market ? वाशिम हरभरा बाजार भाव- कमीत कमी- 5400 रु/क्विंटल, जास्तीत जास्त- 5600 रु/ क्विंटल, सरासरी- 5500 रु/ क्विंटल.धन्यवाद 2025-05-05T14:42:05.427",en,Doc,['MAHARASHTRA']
MAHARASHTRA,WASHIM,WASHIM,,AGRICULTURE,Others,Others,Government Schemes,farmer asked about farmer id registration helpline number ,शेतकरी आयडी नोंदणी हेल्पलाइन नंबर -02025712712 / 01123382926,2025-05-05T15:27:10.66,2025,5,MAHARASHTRA,WASHIM,WASHIM,AGRICULTURE,Others,Others,Government Schemes,farmer asked about farmer id registration helpline number,शेतकरी आयडी नोंदणी हेल्पलाइन नंबर -02025712712 / 01123382926,2025-05-05T15:27:10.66,MAHARASHTRA WASHIM WASHIM AGRICULTURE Others Others Government Schemes farmer asked about farmer id registration helpline number शेतकरी आयडी नोंदणी हेल्पलाइन नंबर -02025712712 / 01123382926 2025-05-05T15:27:10.66,en,Doc,['MAHARASHTRA']
MAHARASHTRA,WASHIM,MALEGAON,,AGRICULTURE,Others,Others,Government Schemes, The farmer asked for information about crop insurance?,"पिक विमा बाबत अधिक माहितीसाठी - १४४४७  या नंबरला संपर्क साधावा.

 धन्यवाद..",2025-05-07T15:09:35.25,2025,5,MAHARASHTRA,WASHIM,MALEGAON,AGRICULTURE,Others,Others,Government Schemes,The farmer asked for information about crop insurance?,पिक विमा बाबत अधिक माहितीसाठी - १४४४७ या नंबरला संपर्क साधावा. धन्यवाद..,2025-05-07T15:09:35.25,MAHARASHTRA WASHIM MALEGAON AGRICULTURE Others Others Government Schemes The farmer asked for information about crop insurance? पिक विमा बाबत अधिक माहितीसाठी - १४४४७ या नंबरला संपर्क साधावा. धन्यवाद.. 2025-05-07T15:09:35.25,en,Doc,['MAHARASHTRA']
MAHARASHTRA,WASHIM,MALEGAON,,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Market Information,Farmer asked query on Mandi details,हरभरा   बाजारभाव   - कमीत कमी -५३३५ जास्तीत जास्त -५३३५   सरासरी -५३३५    प्रति क्विंटल,2025-05-11T06:45:05.917,2025,5,MAHARASHTRA,WASHIM,MALEGAON,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Market Information,Farmer asked query on Mandi details,हरभरा बाजारभाव - कमीत कमी -५३३५ जास्तीत जास्त -५३३५ सरासरी -५३३५ प्रति क्विंटल,2025-05-11T06:45:05.917,MAHARASHTRA WASHIM MALEGAON AGRICULTURE Pulses Bengal Gram (Gram/Chick Pea/Kabuli/Chana) Market Information Farmer asked query on Mandi details हरभरा बाजारभाव - कमीत कमी -५३३५ जास्तीत जास्त -५३३५ सरासरी -५३३५ प्रति क्विंटल 2025-05-11T06:45:05.917,en,Doc,['MAHARASHTRA']
MAHARASHTRA,WASHIM,MALEGAON,,AGRICULTURE,Oilseeds,Soybean (bhat),Market Information,Farmer asked query on Mandi details,सोयाबीन   बाजारभाव   - कमीत कमी -3700 जास्तीत जास्त -4200   सरासरी -4000   प्रति क्विंटल,2025-05-11T06:46:07.787,2025,5,MAHARASHTRA,WASHIM,MALEGAON,AGRICULTURE,Oilseeds,Soybean (bhat),Market Information,Farmer asked query on Mandi details,सोयाबीन बाजारभाव - कमीत कमी -3700 जास्तीत जास्त -4200 सरासरी -4000 प्रति क्विंटल,2025-05-11T06:46:07.787,MAHARASHTRA WASHIM MALEGAON AGRICULTURE Oilseeds Soybean (bhat) Market Information Farmer asked query on Mandi details सोयाबीन बाजारभाव - कमीत कमी -3700 जास्तीत जास्त -4200 सरासरी -4000 प्रति क्विंटल 2025-05-11T06:46:07.787,en,Doc,['MAHARASHTRA']
MAHARASHTRA,WASHIM,RISOD,,HORTICULTURE,Condiments and Spices,Turmeric,Market Information,farmer asked about basmat Market Committee Market Price of Turmeric ?,"हळदीचे वसमत बाजार समिती बाजार भाव =
कमीत कमी - 11000 रुपये प्रतिक्विंटल
जास्तीत जास्त - 13500 रुपये प्रतिक्विंटल
सरासरी बाजारभाव - 12252रुपये प्रतिक्विंटल धन्यवाद !",2025-05-12T16:10:15.06,2025,5,MAHARASHTRA,WASHIM,RISOD,HORTICULTURE,Condiments and Spices,Turmeric,Market Information,farmer asked about basmat Market Committee Market Price of Turmeric ?,हळदीचे वसमत बाजार समिती बाजार भाव = कमीत कमी - 11000 रुपये प्रतिक्विंटल जास्तीत जास्त - 13500 रुपये प्रतिक्विंटल सरासरी बाजारभाव - 12252रुपये प्रतिक्विंटल धन्यवाद !,2025-05-12T16:10:15.06,MAHARASHTRA WASHIM RISOD HORTICULTURE Condiments and Spices Turmeric Market Information farmer asked about basmat Market Committee Market Price of Turmeric ? हळदीचे वसमत बाजार समिती बाजार भाव = कमीत कमी - 11000 रुपये प्रतिक्विंटल जास्तीत जास्त - 13500 रुपये प्रतिक्विंटल सरासरी बाजारभाव - 12252रुपये प्रतिक्विंटल धन्यवाद ! 2025-05-12T16:10:15.06,en,Doc,['MAHARASHTRA']
MAHARASHTRA,WASHIM,MALEGAON,,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Market Information,Farmer asked about Market rate of Gram in Washim Market  ?,"हरभरा बाजार भाव- कमीत कमी - 5200 रु/क्विंटल, जास्तीत जास्त - 5600 रु/ क्विंटल, सरासरी - 5400 रु/ क्विंटल.धन्यवाद",2025-05-12T18:41:42.257,2025,5,MAHARASHTRA,WASHIM,MALEGAON,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Market Information,Farmer asked about Market rate of Gram in Washim Market ?,"हरभरा बाजार भाव- कमीत कमी - 5200 रु/क्विंटल, जास्तीत जास्त - 5600 रु/ क्विंटल, सरासरी - 5400 रु/ क्विंटल.धन्यवाद",2025-05-12T18:41:42.257,"MAHARASHTRA WASHIM MALEGAON AGRICULTURE Pulses Bengal Gram (Gram/Chick Pea/Kabuli/Chana) Market Information Farmer asked about Market rate of Gram in Washim Market ? हरभरा बाजार भाव- कमीत कमी - 5200 रु/क्विंटल, जास्तीत जास्त - 5600 रु/ क्विंटल, सरासरी - 5400 रु/ क्विंटल.धन्यवाद 2025-05-12T18:41:42.257",en,Doc,['MAHARASHTRA']
MAHARASHTRA,WASHIM,MALEGAON,,HORTICULTURE,Condiments and Spices,Coriander,Vegetative Propagation and Tissue Culture,FARMER ASKED ABOUT GERMINATION PERIODS IN CORIANDER CROP?,महोदय कोथिंबीर पिकाच्या उगवणी साठी सरासरी आठ दिवसाचा कालावधी लागू शकतो. धन्यवाद....!,2025-05-16T13:19:36.327,2025,5,MAHARASHTRA,WASHIM,MALEGAON,HORTICULTURE,Condiments and Spices,Coriander,Vegetative Propagation and Tissue Culture,FARMER ASKED ABOUT GERMINATION PERIODS IN CORIANDER CROP?,महोदय कोथिंबीर पिकाच्या उगवणी साठी सरासरी आठ दिवसाचा कालावधी लागू शकतो. धन्यवाद....!,2025-05-16T13:19:36.327,MAHARASHTRA WASHIM MALEGAON HORTICULTURE Condiments and Spices Coriander Vegetative Propagation and Tissue Culture FARMER ASKED ABOUT GERMINATION PERIODS IN CORIANDER CROP? महोदय कोथिंबीर पिकाच्या उगवणी साठी सरासरी आठ दिवसाचा कालावधी लागू शकतो. धन्यवाद....! 2025-05-16T13:19:36.327,en,Doc,['MAHARASHTRA']
MAHARASHTRA,WASHIM,RISOD,,AGRICULTURE,Others,Others,Government Schemes,"asked about Dr. Panjabrao Deshmukh Krishi Vidyapeeth, Akola contact number ?","०७५८८७ ६३७८७
डॉ.पंजाबराव देशमुख कृषी विद्यापीठ, अकोला,",2025-05-18T12:06:13.593,2025,5,MAHARASHTRA,WASHIM,RISOD,AGRICULTURE,Others,Others,Government Schemes,"asked about Dr. Panjabrao Deshmukh Krishi Vidyapeeth, Akola contact number ?","०७५८८७ ६३७८७ डॉ.पंजाबराव देशमुख कृषी विद्यापीठ, अकोला,",2025-05-18T12:06:13.593,"MAHARASHTRA WASHIM RISOD AGRICULTURE Others Others Government Schemes asked about Dr. Panjabrao Deshmukh Krishi Vidyapeeth, Akola contact number ? ०७५८८७ ६३७८७ डॉ.पंजाबराव देशमुख कृषी विद्यापीठ, अकोला, 2025-05-18T12:06:13.593",en,Doc,['MAHARASHTRA']
MAHARASHTRA,HINGOLI,HINGOLI,,AGRICULTURE,Oilseeds,Soybean (bhat),Nutrient Management,FARMER ASKED ABOUT NUTRIENT MANAGEMENT IN SOYABEAN?,सोयाबीन पिकासाठी खत मात्रा - १८:४६:०० - १ बॅग + युरिया - १ बॅग / एकर.,2025-05-20T20:54:15.813,2025,5,MAHARASHTRA,HINGOLI,HINGOLI,AGRICULTURE,Oilseeds,Soybean (bhat),Nutrient Management,FARMER ASKED ABOUT NUTRIENT MANAGEMENT IN SOYABEAN?,सोयाबीन पिकासाठी खत मात्रा - १८:४६:०० - १ बॅग + युरिया - १ बॅग / एकर.,2025-05-20T20:54:15.813,MAHARASHTRA HINGOLI HINGOLI AGRICULTURE Oilseeds Soybean (bhat) Nutrient Management FARMER ASKED ABOUT NUTRIENT MANAGEMENT IN SOYABEAN? सोयाबीन पिकासाठी खत मात्रा - १८:४६:०० - १ बॅग + युरिया - १ बॅग / एकर. 2025-05-20T20:54:15.813,en,Doc,['MAHARASHTRA']
MAHARASHTRA,PUNE,SHIRUR,,AGRICULTURE,Others,Others,Cultural Practices,TRANSFER CALL ,TRANSFER CALL ,2025-05-03T14:45:26.747,2025,5,MAHARASHTRA,PUNE,SHIRUR,AGRICULTURE,Others,Others,Cultural Practices,TRANSFER CALL,TRANSFER CALL,2025-05-03T14:45:26.747,MAHARASHTRA PUNE SHIRUR AGRICULTURE Others Others Cultural Practices TRANSFER CALL TRANSFER CALL 2025-05-03T14:45:26.747,en,Doc,['MAHARASHTRA']
MAHARASHTRA,PUNE,JUNNAR,,AGRICULTURE,Others,Others,Government Schemes,Farmer asked about PM Kisan Sanman Nidhi Yojana?,"--•	प्रधानमंत्री किसान सन्मान निधी योजना संबंधी अधिक माहितीसाठी 011-24300606
नंबर वर संपर्क साधावा
",2025-05-05T12:04:47.613,2025,5,MAHARASHTRA,PUNE,JUNNAR,AGRICULTURE,Others,Others,Government Schemes,Farmer asked about PM Kisan Sanman Nidhi Yojana?,--• प्रधानमंत्री किसान सन्मान निधी योजना संबंधी अधिक माहितीसाठी 011-24300606 नंबर वर संपर्क साधावा,2025-05-05T12:04:47.613,MAHARASHTRA PUNE JUNNAR AGRICULTURE Others Others Government Schemes Farmer asked about PM Kisan Sanman Nidhi Yojana? --• प्रधानमंत्री किसान सन्मान निधी योजना संबंधी अधिक माहितीसाठी 011-24300606 नंबर वर संपर्क साधावा 2025-05-05T12:04:47.613,en,Doc,['MAHARASHTRA']
